No of Actors read '6775'.
Actor 	id = 1d7cb619-062b-4a21-af3d-9f6a6e8e8770	name = Philip Locke                                      	dob = null    
Actor 	id = 45e9f728-1b33-4304-aeb3-f7706ccb6640	name = Robert Gunner                                     	dob = null    
Actor 	id = bec80483-d002-4ea4-89ec-7b962da48a1b	name = Gary Busey                                        	dob = 1944    
Actor 	id = a28bb104-cd39-42a9-b14c-fd58d44609d2	name = Michael SaintDenis                                	dob = null    
Actor 	id = fc40c1ea-d3fa-46b0-a55b-e850fa4ca4b6	name = Gregory Itzin                                     	dob = null    
Actor 	id = 7c58f6a7-4dcd-415d-97d4-19732d3b72a3	name = Cliff Richard                                     	dob = 1940    
Actor 	id = b08a5643-c500-4f43-8203-82b6b4b96270	name = June Vincent                                      	dob = 1919    
Actor 	id = 4f230f8e-c7f6-421b-adfa-690391c50b51	name = Harold Kasket                                     	dob = 1916    
Actor 	id = 542e6585-4c30-4058-b7f2-d88be5cd45cb	name = Ronnie Schell                                     	dob = null    
Actor 	id = 86a4fc8f-bc45-48e0-bc84-55daa5f9f6ca	name = Robert Guillaume                                  	dob = null    
Actor 	id = 7ac93f42-6aea-4fcd-bd72-f20abcd9ec0f	name = Marjorie Main                                     	dob = 1890    
Actor 	id = 450d3d02-aa8b-4eda-b853-06f4555ab067	name = Murvyn Vye                                        	dob = 1913    
Actor 	id = 6d6d70d7-2cdf-4999-9dbd-47b5ce70b2a1	name = Chris Connelly                                    	dob = null    
Actor 	id = e2b10ad4-f4e9-4fb4-b43e-ecfbc1996f35	name = Harry Crosby                                      	dob = null    
Actor 	id = 9faf6e84-7018-4a93-8590-0886a0d9ae6f	name = Joie Lee                                          	dob = null    
Actor 	id = 47f3521d-45bf-4234-a1dd-60ec1fbc9a45	name = Anna Massey                                       	dob = 1937    
Actor 	id = 9ccda13d-3cf1-48d3-9be2-3c9fdd25463e	name = Fay Spain                                         	dob = null    
Actor 	id = d492f418-6a2e-4916-8bf1-d12cc53fa7e4	name = Michael Gambon                                    	dob = null    
Actor 	id = 14c33d1b-e20e-405c-9571-d574532e2972	name = Jay C. Flippen                                    	dob = 1898    
Actor 	id = f7164ce1-3288-4ca9-a319-5215c2c030dc	name = Ford Rainey                                       	dob = null    
Actor 	id = 7fe7f09b-67c9-4c32-ad17-699c8601f6d8	name = Michael Redgrave                                  	dob = 1908    
Actor 	id = deac5993-5f9e-4c04-b405-054e2fa88660	name = Irene Hervey                                      	dob = 1910    
Actor 	id = fb4329b8-59fa-4068-bf63-397a0a287831	name = Reginald Purdell                                  	dob = 1896    
Actor 	id = 00f63d25-b279-4240-bd7f-d96405687978	name = Victoria Shaw                                     	dob = 1935    
Actor 	id = 8ec562fa-a0a7-46f7-995f-a01209ba24d6	name = Gila Golan                                        	dob = 1940    
Actor 	id = f5605b20-30dc-44f1-a219-ef17ed6a11a7	name = Otto Lederer                                      	dob = null    
Actor 	id = c0c29314-bb92-43ba-88ae-cfcc4637d71a	name = Eva Marie Saint                                   	dob = 1924    
Actor 	id = a98e49ef-0a03-4a53-a8a2-5986ffbd20a1	name = Jean Desailly                                     	dob = 1920    
Actor 	id = ab84a003-837e-4084-9a92-4add8ad30ca9	name = Dora Bryan                                        	dob = 1923    
Actor 	id = b978d1e5-8c45-4c33-8115-906c860062bf	name = George Bancroft                                   	dob = 1882    
Actor 	id = 929885de-0146-4f02-9c6d-363e4a89b0f8	name = Leif Garrett                                      	dob = null    
Actor 	id = f3cfd257-36c7-4202-a5b8-852ef82ef999	name = Kathleen ORegan                                   	dob = null    
Actor 	id = 95407110-26e3-4c94-a148-71df10514623	name = George Jessel                                     	dob = 1898    
Actor 	id = 5f15abd0-e260-4608-9021-81f22b57df48	name = Mary Martin                                       	dob = 1913    
Actor 	id = 751b56ca-7838-45e4-bd29-362732026834	name = Woody Strode                                      	dob = 1914    
Actor 	id = 2d932b7a-0e78-4982-a7e8-a66f6c199bf5	name = Hugh Herbert                                      	dob = 1887    
Actor 	id = 9325ce5a-ce15-43ce-a859-b59e562b3f77	name = Salvatore Sanchez                                 	dob = null    
Actor 	id = 9af43fec-9fc4-4130-9666-77a801eb6446	name = Denny Miller                                      	dob = null    
Actor 	id = daf7b8f9-7391-4c64-97aa-d12a2b1333f1	name = Kyle MacLachlan                                   	dob = null    
Actor 	id = 9fd78c2b-5671-46ce-b390-80194f89ece9	name = Traci Lords                                       	dob = null    
Actor 	id = b3e4abb5-be4f-4dce-a860-dfa5d71a9c4d	name = Toyah Willcox                                     	dob = null    
Actor 	id = f52bea08-b2a3-4e7b-af80-e9f2852c84e0	name = Marilu Tolo                                       	dob = null    
Actor 	id = 6a451b91-faf9-4559-a60c-c589ddbe31e9	name = John Wayne                                        	dob = 1907    
Actor 	id = 3fab30de-469e-4351-aadc-3c0fa63596f6	name = Susan Anton                                       	dob = null    
Actor 	id = 50b7348e-a791-42dd-8637-d4ebb2535d24	name = Anne Archer                                       	dob = null    
Actor 	id = 5ca40cda-06e7-45fd-b5d7-d2d3cf2a1c6e	name = Kenny Moore                                       	dob = null    
Actor 	id = 57dfb0c9-5b6a-47c6-886b-2840726dbb99	name = Dolores Fuller                                    	dob = null    
Actor 	id = 0ff0c3ba-0a06-4ba3-b9d8-072b16e93d88	name = Rosalba Neri                                      	dob = null    
Actor 	id = 46b8757b-b5d8-4c8e-9051-c9e1bd3512d6	name = Mary Treen                                        	dob = 1907    
Actor 	id = c0a96ba5-bc61-4081-964f-91fce41a06df	name = Gia Scala                                         	dob = 1934    
Actor 	id = bfc527f5-5a54-4694-8f04-2ca28b398ad4	name = Mari Blanchard                                    	dob = 1927    
Actor 	id = 8bb472a4-1b65-4cc1-9d0c-8ec4a7c5862f	name = Shirley Ross                                      	dob = 1909    
Actor 	id = f8f1f7db-99fe-41d7-a812-31ac249bb511	name = Elizabeth Taylor                                  	dob = 1932    
Actor 	id = 3feffb76-1601-4063-804c-72e023adc85f	name = Edward Albert                                     	dob = 1951    
Actor 	id = bb89a82f-777c-4d90-93cc-360e22d4252b	name = Eleanor Powell                                    	dob = 1910    
Actor 	id = 030ec07c-98cc-431c-a9e1-429d958c5cdf	name = Lloyd Nolan                                       	dob = 1902    
Actor 	id = 9a59a3f3-8ccb-4cab-95a6-a59d77979def	name = Zena Walker                                       	dob = 1934    
Actor 	id = 5e5ff118-f595-4d7e-9508-e9a125dbd362	name = Jayne Modean                                      	dob = null    
Actor 	id = 0d6106c9-766e-45ff-b309-8fb7cc5e900a	name = Raymond Pellegrin                                 	dob = 1925    
Actor 	id = 03ba8ba9-2975-453a-81b8-194f2f7d829d	name = Helena Carter                                     	dob = 1923    
Actor 	id = 3e087cc7-c79f-464e-8056-99263209e0a7	name = Rae Dawn Chong                                    	dob = 1961    
Actor 	id = 6e81dd41-374a-4790-9b24-06804b6dca0a	name = William Gillette                                  	dob = 1855    
Actor 	id = 8d03386f-f675-499e-801a-0a6db996cb7f	name = Boris Karloff                                     	dob = 1887    
Actor 	id = 89e522f2-0a25-4ad9-bac2-78700a38752d	name = River Phoenix                                     	dob = 1970    
Actor 	id = 39ea107c-4d35-42d8-83c4-7d027ea911a0	name = Jack Nance                                        	dob = null    
Actor 	id = d4699ef3-98c3-43f8-abd8-c7864561d511	name = Walter Hampden                                    	dob = 1879    
Actor 	id = 095e3401-cdd1-4cda-a0a9-8ddfdfbf236a	name = Charlotte Gainsbourg                              	dob = null    
Actor 	id = 03451126-542e-433a-b121-f36c45e88da5	name = Tetsuro Tamba                                     	dob = 1929    
Actor 	id = 3fd6048b-45f0-48c6-8816-c6b4d71d9893	name = William B. Davidson                               	dob = 1888    
Actor 	id = 2522eada-113a-483b-80a1-035fe635be03	name = James Westmoreland                                	dob = null    
Actor 	id = c50e37b0-c5a7-4ca2-a7ed-bba014511aa5	name = Gary Bayer                                        	dob = null    
Actor 	id = 1d5b375b-c871-4453-a223-366d4cd850ff	name = Donna Prescow                                     	dob = null    
Actor 	id = 989323c3-a949-4352-8468-14e0256f2865	name = Scott Sanders                                     	dob = 1885    
Actor 	id = 4325cff1-654c-4b30-b4b2-2b93702cf0f1	name = Frankie Vaughan                                   	dob = 1928    
Actor 	id = be30f6bb-87e6-42f2-8ea1-930888072b0c	name = Danielle Darrieux                                 	dob = 1917    
Actor 	id = c1a9d4f1-9375-4ce5-b611-754bd5c7b070	name = Giovanna Ralli                                    	dob = 1935    
Actor 	id = 46d96097-2adb-4421-a4a9-fabef062f260	name = Sonny Chiba                                       	dob = null    
Actor 	id = 5f2dd9b3-58d3-458f-9fc1-00ad4279303a	name = Ralph Waite                                       	dob = 1928    
Actor 	id = 820229c2-2929-4390-8c14-3363f859259d	name = Van McCoy                                         	dob = null    
Actor 	id = 1cd58346-fbdf-4225-98ae-568d0059a29c	name = Lawrence Tibbett                                  	dob = 1896    
Actor 	id = aba93ccf-03ec-49bc-8e5d-7d761787098f	name = Arthur Franz                                      	dob = 1920    
Actor 	id = 0c34cc17-6340-4521-ba15-d5e44300787c	name = Jimmy Lydon                                       	dob = 1923    
Actor 	id = 72ffc13f-8876-4d47-8bb6-5ad0153abba2	name = Yuki Shimoda                                      	dob = 1924    
Actor 	id = 68a1d5dc-a697-460e-bba3-4d6e6856f42e	name = Ann Doran                                         	dob = 1914    
Actor 	id = c2162f7a-7961-448c-979e-ec5f0a7526e3	name = Harriet Anderson                                  	dob = null    
Actor 	id = 64e25e87-829b-483c-a603-e1c44d076ba4	name = Margaret Weycherle                                	dob = null    
Actor 	id = 7e6f8c2c-514a-479f-bbbb-5c3f1da8b47b	name = Gianni Russo                                      	dob = null    
Actor 	id = ac758edd-ecf7-48e2-a5bf-b4a71fe2a5d5	name = Dianne West                                       	dob = null    
Actor 	id = bd5b6bb2-685e-463c-a762-a874cec46d0f	name = Don Rickles                                       	dob = 1926    
Actor 	id = bef45459-77ef-4385-ad2a-07d602a98a3f	name = Leslie Weiner                                     	dob = null    
Actor 	id = 39658d98-9c82-4144-bec8-9280bec9c6fc	name = Hazel Court                                       	dob = 1926    
Actor 	id = ea5249ed-3dad-4fb6-83a4-db754d6ffbfe	name = Jimmie Gleason                                    	dob = 1886    
Actor 	id = c6b04c5d-e52b-4b85-b7a1-1647b315931c	name = Cathy ODonnell                                    	dob = 1923    
Actor 	id = 06cde794-8f7f-4500-bb5c-483db8d1ed98	name = Terrec Cooper                                     	dob = null    
Actor 	id = d724ccf9-089d-4340-a135-d5ca716020c2	name = W.C. Fields                                       	dob = null    
Actor 	id = bb3d5329-365c-4db5-b3fa-111c8b436e8d	name = Rudolph Nureyev                                   	dob = 1938    
Actor 	id = 52e7b3d8-70cf-4e94-9971-9a5fa0291366	name = Sally Ann Struthers                               	dob = 1947    
Actor 	id = 102b2c34-c80f-43d7-81ea-73ac0672516f	name = Steve Flagg                                       	dob = null    
Actor 	id = 16b2e769-2fc7-4177-867e-2303392e5741	name = Andrea King                                       	dob = 1915    
Actor 	id = 9e06ce66-33e8-491e-985f-07438ce0efa4	name = Ludwig Stossel                                    	dob = 1883    
Actor 	id = 28db7c50-124a-4123-b860-a918bc8b567b	name = Mel Ferrer                                        	dob = 1917    
Actor 	id = 7a1098cb-448d-44f7-a580-5ca884a825d0	name = Alan Marshal                                      	dob = 1909    
Actor 	id = efdfe369-f264-4e3c-8832-7240376cf2f0	name = Dolph Sweet                                       	dob = null    
Actor 	id = e53f0523-0247-47ba-93bb-0060b7d58943	name = Charles Durning                                   	dob = 1933    
Actor 	id = 34490d11-0313-4cbd-9a1d-dec25523985e	name = Pierre Mondy                                      	dob = 1925    
Actor 	id = 3d1158ab-3d7f-43fa-a709-717e8952d023	name = Nicholas Pryor                                    	dob = null    
Actor 	id = 7be58e64-3635-43b5-b9dc-826d55fbc323	name = Colleen Dewhurst                                  	dob = 1926    
Actor 	id = b8a7d102-dc31-49bc-89b2-7582a150c76a	name = Lance Guest                                       	dob = null    
Actor 	id = 0c7e2aab-48c7-473c-9752-1677de3ba1b8	name = Luana Anders                                      	dob = 1949    
Actor 	id = 1bdf82dc-5aae-4143-98d2-db9557a2cb31	name = Carol White                                       	dob = 1941    
Actor 	id = 9b3fab56-14cb-4006-8b8c-2c8a9eb8993c	name = Jean Simmons                                      	dob = 1929    
Actor 	id = e27680a8-6e1d-42ac-9413-4d8401000ac3	name = Gina Lollobrigida                                 	dob = 1927    
Actor 	id = 555d5e32-f91d-469c-b742-749695c7be74	name = Richard Deacon                                    	dob = 1923    
Actor 	id = 07b6ca09-d5eb-48bc-88b4-180f8eca2e66	name = Sandrine Bonnaire                                 	dob = 1967    
Actor 	id = c14464a9-0754-49ac-87d2-97e06533dac1	name = Kerwin Mathews                                    	dob = 1926    
Actor 	id = 74f5984f-995a-4f53-aee2-f6ce15834753	name = Cathy Moriarty                                    	dob = null    
Actor 	id = fe0a5bad-f8e9-4052-a8b6-9fc2a6ad613e	name = Fred MacMurray                                    	dob = 1907    
Actor 	id = 45712f00-d9a8-4b12-87a2-1765ca102a7b	name = H.B. Warner                                       	dob = 1876    
Actor 	id = 5a56258b-cb1a-4ac8-be04-5613def2e567	name = George Formby                                     	dob = 1905    
Actor 	id = 7af54603-d7f1-43a0-8615-5f67b8cf7cdb	name = Sylvia Kristel                                    	dob = 1952    
Actor 	id = 6a0b41e0-a7ca-4074-828f-5345b1a62a1d	name = Todd Susman                                       	dob = null    
Actor 	id = d200ec71-ff25-40d1-b9d8-ffd065e0e49f	name = Roy Scheider                                      	dob = 1934    
Actor 	id = aa8a745d-476f-4506-8202-82c1089df725	name = Todd Armstrong                                    	dob = 1939    
Actor 	id = 344c7f47-8b73-487f-8b2a-e57575f2de49	name = Gloria Gifford                                    	dob = null    
Actor 	id = 4943a50e-da9e-4b9f-a9f0-de57da64b67f	name = Yul Brynner                                       	dob = 1915    
Actor 	id = 55071d12-7186-4c34-85a2-b0dd5337b9b0	name = Wilford Brimley                                   	dob = null    
Actor 	id = 47f84fb9-33b3-4460-961a-b7d8fc4a12e1	name = Russel Simpson                                    	dob = 1878    
Actor 	id = c267ee2f-c77b-4e78-8ffd-0346c2b81e07	name = Roger Moore                                       	dob = 1928    
Actor 	id = 9d2c0602-7f3c-4d7f-85a7-838024abb2d2	name = Patti Scialfa                                     	dob = null    
Actor 	id = 72ae38ef-7733-4751-9d5d-0348f27502dd	name = Marjorie Rambeau                                  	dob = 1889    
Actor 	id = d9da0f81-7b24-4fd6-ba89-b8b5285045b4	name = Richard Baskin                                    	dob = null    
Actor 	id = 4b5635c8-3e11-49c9-85ba-db392a9e95b8	name = Alexis Smith                                      	dob = 1921    
Actor 	id = d1c08e77-8ef0-4e21-9d23-ce48dee40224	name = Helen Parrish                                     	dob = 1922    
Actor 	id = b27aeeb2-4dd4-4fc1-896a-1b6706b98b7e	name = Debi Richter                                      	dob = null    
Actor 	id = 3193a7b4-6976-4808-9690-4dd2af3b6b53	name = Ivan Dixon                                        	dob = null    
Actor 	id = cf6f2b7d-db33-4c1a-bcc7-7e786371ac53	name = Tom Reilly                                        	dob = null    
Actor 	id = 69e42b34-0c10-422f-bc95-1f8e9e4be1da	name = Dinah Manoff                                      	dob = null    
Actor 	id = 1e9ab9cb-d7f9-4391-8366-50701b05dfb9	name = Marjorie Lord                                     	dob = 1922    
Actor 	id = 36e6583d-186f-4666-ba57-93214a18ac83	name = Murray Hamilton                                   	dob = 1923    
Actor 	id = 79d4273e-677c-4a0f-920a-a515e552145e	name = Marc McClure                                      	dob = null    
Actor 	id = 542f0032-5339-4f68-9625-b03e68243270	name = John Hargreaves                                   	dob = null    
Actor 	id = 08bf48e5-7f09-403a-8527-3cdcde095155	name = Debra Blee                                        	dob = null    
Actor 	id = 51aed11a-c42c-4195-8998-b3fbc38864fe	name = Ed Gargan                                         	dob = 1902    
Actor 	id = f8859c63-2b5e-4746-b2cc-0990eeaf151d	name = Tea Leoni                                         	dob = null    
Actor 	id = fb6771ec-96cc-4b45-b9c6-ff5f9c74cbf5	name = Gordon Pinsent                                    	dob = 1933    
Actor 	id = 0655758f-04dd-4fbe-b78a-c460e6c14d58	name = Dick Crockett                                     	dob = null    
Actor 	id = 63baec31-ad1c-4b4a-8a49-b6ecc204d888	name = Andrea Marcovicci                                 	dob = null    
Actor 	id = f74e1fa9-c8ca-4b9c-a273-fb2941559eb5	name = Willie Colon                                      	dob = null    
Actor 	id = 59d56371-29dd-464d-b98c-8ed8d4201a64	name = Connie Booth                                      	dob = null    
Actor 	id = a26d3604-4d06-4afb-a534-50294797ec61	name = Belmonts                                          	dob = null    
Actor 	id = d9a2ca88-ef70-4c58-81d2-26b4c0dec253	name = Lee Montague                                      	dob = 1927    
Actor 	id = 4ad1e07c-6f28-4312-a0c8-7ba88c897f18	name = Elke Sommer                                       	dob = 1940    
Actor 	id = 75b8f389-e76b-449e-bc0e-1f13494df5dc	name = Sam Wanamaker                                     	dob = 1919    
Actor 	id = 4d0a952d-564a-49c5-8c51-d1a6a6a9c9f8	name = Peggy Ann Garner                                  	dob = 1931    
Actor 	id = 8afc0136-3c56-4bcc-a8c6-f1573bf47bb9	name = Thayer David                                      	dob = 1926    
Actor 	id = e0251b73-17dc-451b-89c7-3febacea65df	name = Dona Drake                                        	dob = 1920    
Actor 	id = 0e7bb23d-753c-4d07-975e-5abc017ab1f4	name = Richard Hale                                      	dob = 1893    
Actor 	id = 1d5a8e25-093c-47af-93cb-cc5b2069727c	name = Robert Osth                                       	dob = null    
Actor 	id = 9de80d27-7dde-4988-acb7-471e3e0a859c	name = Sandy Dennis                                      	dob = 1937    
Actor 	id = 015b662a-1eae-489a-9470-bbe2450a4a6c	name = Regis Toomey                                      	dob = 1902    
Actor 	id = 35cbb01d-801a-4766-b36c-b01dd361bdf3	name = Mary Ellis                                        	dob = 1900    
Actor 	id = 9297d385-9677-44e9-abe1-597fa1295be8	name = Andy Clyde                                        	dob = 1892    
Actor 	id = c70a6866-db01-48c7-aaa1-1ce8c179ae71	name = Donna Mitchell                                    	dob = null    
Actor 	id = fd853054-0774-4f75-8498-bdd0b0cada9e	name = Jeff York                                         	dob = null    
Actor 	id = e515c759-fae1-46ef-b575-1ee177c3a281	name = Edith Fellows                                     	dob = 1923    
Actor 	id = 9a9520da-5501-4667-82b1-a616b88d55e5	name = Ellen Drew                                        	dob = 1915    
Actor 	id = 94ba8027-c12f-4ea1-ae42-7cf8ebf1aeb7	name = Burt Reynolds                                     	dob = 1936    
Actor 	id = 35129d08-1947-4462-965e-8561afed3f60	name = Pearl Bailey                                      	dob = 1918    
Actor 	id = 0d70a9d7-c32b-46ba-835d-bfed6c41f5d5	name = Dan Shor                                          	dob = null    
Actor 	id = 7d8fab70-8a0d-41ee-a3a7-f72f8c6a2874	name = Karen Carlson                                     	dob = null    
Actor 	id = 06a0c9e8-bd5c-4c3b-b302-1d735705e1e6	name = Jetta Goudal                                      	dob = 1898    
Actor 	id = 2f2a1094-1c52-476e-9f51-c91690d33de3	name = Pearl White                                       	dob = 1889    
Actor 	id = 860f7285-426c-4378-920c-c00dcc037115	name = Anthony Michael Hall                              	dob = 1968    
Actor 	id = fbd7bf2c-a18a-4d43-bace-ccd4bbd662bb	name = Raymond Buktencia                                 	dob = null    
Actor 	id = b8c41eb3-cfa4-462f-befe-fa259c2891fa	name = Daria Nicolodi                                    	dob = null    
Actor 	id = f5da729c-ba1e-49c1-b90d-d3fd511effaf	name = James Brolin                                      	dob = 1940    
Actor 	id = a4781594-9d4c-4fb1-91dd-58bdff49b47f	name = Steve Kanaly                                      	dob = null    
Actor 	id = 9c4d2cab-fd24-4816-95f2-e4b8cae7e81c	name = Brian Kerwin                                      	dob = null    
Actor 	id = 25437909-69ac-40f5-9d62-477643539a5a	name = Darrell Zwerling                                  	dob = null    
Actor 	id = 60b9e71f-460b-4bd1-9a89-aadd7e4a3fc7	name = Joseph OConor                                     	dob = 1910    
Actor 	id = f2471449-4b55-4c5d-b255-a0e33c8e82c6	name = Dennis Robertson                                  	dob = null    
Actor 	id = a4932784-ab25-44a5-8cd2-011ff9224c5e	name = Mitch Ryan                                        	dob = 1928    
Actor 	id = 30210b58-a88e-42d9-9351-8469aec541d9	name = Buddy Baer                                        	dob = 1915    
Actor 	id = d96d93d3-ebf3-471a-ae59-d3ac465ef292	name = Roberta Collins                                   	dob = null    
Actor 	id = 46cd6127-d769-4695-9f59-d8edc17b82c5	name = Miles OKeefe                                      	dob = null    
Actor 	id = 4d9aa18b-43b8-4d09-9eb7-87786c20af1f	name = Graham Moffatt                                    	dob = 1919    
Actor 	id = afa2c512-7348-416a-a6e0-7c9b78bc9d1a	name = Kathleen Freeman                                  	dob = 1919    
Actor 	id = 183b2458-65fa-465c-a6e6-d0fecdf6697e	name = June Collyer                                      	dob = 1891    
Actor 	id = fc047a7c-1ac3-436f-815b-52732333ae72	name = Ferlin Husky                                      	dob = null    
Actor 	id = 2c2a7d7f-335a-4e25-ac95-72f3202af4e4	name = Kate Capshaw                                      	dob = null    
Actor 	id = 3094187d-c853-407d-8614-39556b23c27d	name = Bill Travers                                      	dob = 1922    
Actor 	id = 8ec5b53d-9104-47be-9649-c933e852a0dd	name = John Nance                                        	dob = null    
Actor 	id = 891e3226-4740-487c-9474-7349fa38dc6b	name = Ray Hallam                                        	dob = null    
Actor 	id = c5e5b0e3-972e-4962-8aa5-1eee357c5f24	name = Carl Brisson                                      	dob = 1895    
Actor 	id = 0ea8c48a-f156-4c76-986d-8e4b572566fb	name = The Andrews Sisters                               	dob = null    
Actor 	id = c468b20f-0707-4029-94c0-373b19d4e8e8	name = Nigel Green                                       	dob = 1924    
Actor 	id = b1d636d6-17c0-45e7-8a79-fe1a9d8b6720	name = Dominique Pinon                                   	dob = null    
Actor 	id = 1017bfb7-8f8f-4179-8589-9970bed14b16	name = Petula Clark                                      	dob = 1932    
Actor 	id = 1e450909-3905-46ca-aed8-2fa212cf568e	name = Zero Mostel                                       	dob = 1915    
Actor 	id = db1142c3-28e2-46e5-a73f-ec197c4f184c	name = Forrest Swanson                                   	dob = null    
Actor 	id = 48bd902d-b308-45cc-90cf-1b11a695768f	name = Whitney Houston                                   	dob = 1960    
Actor 	id = 705175bf-f003-473a-b7c8-8221ee75adaf	name = Mary Scott                                        	dob = null    
Actor 	id = f24ac5f4-8115-47ee-b7a5-bebd6ca27bd5	name = Jack Trevor                                       	dob = null    
Actor 	id = c21438f8-29bb-479a-88c1-8289928deb17	name = Hartley Power                                     	dob = 1894    
Actor 	id = 0ae3b33d-a055-4a80-a55f-8f469a5826df	name = C.Aubrey Smith                                    	dob = 1863    
Actor 	id = 6d20e995-d4e3-47ed-9c16-4a1cbc5d549d	name = Stockard Channing                                 	dob = 1944    
Actor 	id = fa0b1dcd-1448-4e6a-a9a3-f5be15f58e56	name = Nydia Westman                                     	dob = 1902    
Actor 	id = a3bc52c7-2542-4402-88d7-8c869291871e	name = Jack Lord                                         	dob = 1922    
Actor 	id = 50bf17f0-9d76-4f40-8f4c-bfde2ac63754	name = Jean Stapleton                                    	dob = 1923    
Actor 	id = da86978d-4d54-4d67-bdce-b7ab50b9bb9f	name = Joseph Schmidt                                    	dob = 1906    
Actor 	id = 2ca330b3-ccda-42c2-a3b7-e6c2e767c653	name = Jill Haworth                                      	dob = 1945    
Actor 	id = 66e746a0-30ef-4917-9526-fb69740474a0	name = Betsy Drake                                       	dob = null    
Actor 	id = 614c0fe1-7104-416d-bd69-1cce2dddba3e	name = Michel Blanc                                      	dob = null    
Actor 	id = 735fd137-7422-450f-a193-6c24bd660aae	name = Frances Feist                                     	dob = null    
Actor 	id = d453de63-e7d5-4544-be0a-e0d38c021315	name = Zvee Scooler                                      	dob = null    
Actor 	id = dbe01286-ab98-4031-99df-911a239f53c0	name = Wally Vernon                                      	dob = 1904    
Actor 	id = 31ad646d-0eda-42d1-9c7f-9cd6be75b149	name = Martin Vaughn                                     	dob = null    
Actor 	id = 229057a0-36fc-4e9b-af3a-ac86ec82d4ec	name = Hildegarde Neil                                   	dob = 1939    
Actor 	id = 33451589-acb3-4140-8ed2-b86bc7d6b38c	name = Dorothy Hart                                      	dob = 1923    
Actor 	id = 41809dd1-0830-4950-ba9d-4a614036d70a	name = Dinah Sheridan                                    	dob = 1920    
Actor 	id = 35f1bedd-af63-45c5-ba81-84a0c00ec229	name = Suzanne Zenor                                     	dob = null    
Actor 	id = bb2b60e8-c66d-49b3-a338-78e0ff46e06a	name = Corinne Luchaire                                  	dob = 1921    
Actor 	id = 9a7c1142-29f4-4289-977a-ae470ac75822	name = Russell Collins                                   	dob = 1897    
Actor 	id = c2fe4fc9-5e52-4244-9083-d5ff0f635304	name = Hal Riddle                                        	dob = 1920    
Actor 	id = e3e677fb-bf41-4154-97ba-70aaeeb5711f	name = Brad Dourif                                       	dob = 1950    
Actor 	id = ee4ee7e1-aaee-422d-a274-cb1108c3c1b7	name = Fay Wray                                          	dob = 1907    
Actor 	id = 8e7a6504-b3e9-47bb-9fa1-f436d4445b7c	name = Robert Ayres                                      	dob = 1914    
Actor 	id = b6079b12-b63c-418f-bb3d-5e7a21e78989	name = Harriet Hilliard                                  	dob = 1914    
Actor 	id = 91372c11-172d-488b-828a-fb68db5e7568	name = Robert Judd                                       	dob = null    
Actor 	id = 3ca54026-6f75-4372-b6b7-35c0589e7d80	name = Laura Rambotham                                   	dob = null    
Actor 	id = 3f1b0de8-e3a4-4c84-8e1b-77579c768842	name = William Haines                                    	dob = 1900    
Actor 	id = 5a952ba6-3206-4b87-ba2e-3164df10df81	name = Kathy Kersh                                       	dob = null    
Actor 	id = 5c33567a-9b81-4579-a175-a3debcaf92dd	name = Fred Ward                                         	dob = null    
Actor 	id = 7fc87b3b-12f9-4660-99d9-eced5d126a05	name = Hulk Hogan                                        	dob = null    
Actor 	id = feb6189f-c623-4f77-b279-506586b230b0	name = Sam Elliott                                       	dob = 1944    
Actor 	id = 23a5b62f-8adf-41a5-a559-b21f02682fce	name = Shirley Mason                                     	dob = 1900    
Actor 	id = 80aa2825-7ec7-4704-8c27-95d3dfa4b22b	name = Ralph Schicha                                     	dob = null    
Actor 	id = beaaaab5-5439-42cf-a494-ce7b04e15178	name = Gerald Mohr                                       	dob = 1914    
Actor 	id = 0b3f9cbf-49e0-4080-8694-02f41992eed9	name = Chesney Allen                                     	dob = 1894    
Actor 	id = f3c337b2-6f4f-450c-bcf1-2e3b28bb659b	name = Will Wright                                       	dob = 1894    
Actor 	id = d6842432-1eac-439d-acbf-a9c4db0dbc54	name = Paul Gleason                                      	dob = null    
Actor 	id = c9e686be-e508-478a-8e98-03b1d4c7fe5b	name = John Lund                                         	dob = 1913    
Actor 	id = 6ed45073-2bdc-4edb-9f56-1cfc0e96bcf9	name = Chris ODonnell                                    	dob = null    
Actor 	id = 733aabab-3756-4b54-83bb-b00e92a6c237	name = Harry Shearer                                     	dob = null    
Actor 	id = 4e35504f-eb1d-40c0-adea-54f8bebcc31e	name = Mack Swain                                        	dob = 1876    
Actor 	id = c4e2f21f-6083-4897-a511-c37272644793	name = Jeanie MacPherson                                 	dob = 1878    
Actor 	id = f75616e9-bcd3-408d-8140-eecfc277adfa	name = J.Farrell MacDonald                               	dob = 1875    
Actor 	id = 3b50ba85-9a5c-4a1f-b6c1-3f0cda086ea8	name = Patience Collier                                  	dob = null    
Actor 	id = a395a191-4cae-4489-9e72-675b811d9d95	name = William Hopper                                    	dob = 1915    
Actor 	id = e1eb91c7-959f-44d0-8cd1-f5a3bc5583b4	name = Greg Wynne                                        	dob = null    
Actor 	id = 16110d54-c652-4bee-acc5-9b6f01ee3d87	name = Roger Aaron Brown                                 	dob = null    
Actor 	id = 8c78b095-587f-48b8-995f-e56fc766061f	name = Jerry Lewis                                       	dob = 1926    
Actor 	id = c1c21ef4-6e9d-42d7-b966-46ccd664a9f6	name = Rosemary Harris                                   	dob = 1930    
